Method:,Hadamard 1,,
Host Date-Time:,24/8/18 @ 13:6:32,,
Header Version:,1,,
System Temp (C):,32.96,,
Detector Temp (C):,27.3,,
Humidity (%):,12.68,,
Lamp PD:,3776,,
Shift Vector Coefficients:,-9.31287,0.0592924,-8.53699e-05,,
Pixel to Wavelength Coefficients:,1745.69,-0.945483,-0.000234135,,
Serial Number:,5490031,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.449,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.629613,0.669571,33639.000000,7199.000000
905.521072,0.690562,38213.000000,7792.000000
909.408318,0.702803,42332.000000,8392.000000
913.291349,0.719910,46950.000000,8948.000000
917.170165,0.726627,51785.000000,9718.000000
921.044767,0.734810,58287.000000,10734.000000
924.915155,0.736493,66979.000000,12287.000000
930.069116,0.770112,82100.000000,13939.000000
933.929670,0.796361,94317.000000,15074.000000
937.786010,0.823577,106099.000000,15927.000000
941.638135,0.850075,116718.000000,16484.000000
945.486046,0.877546,125961.000000,16699.000000
949.329742,0.907428,134812.000000,16684.000000
953.169224,0.932486,143641.000000,16780.000000
957.004491,0.955170,152380.000000,16895.000000
960.835544,0.975999,161986.000000,17119.000000
965.937059,0.995164,175129.000000,17709.000000
969.758279,1.006433,185335.000000,18261.000000
973.575284,1.011414,195809.000000,19073.000000
977.388074,1.021399,206740.000000,19680.000000
981.196650,1.026680,217308.000000,20436.000000
985.001012,1.032488,228047.000000,21161.000000
988.801159,1.030704,238038.000000,22179.000000
992.597092,1.027316,247444.000000,23236.000000
996.388810,1.025465,256381.000000,24178.000000
1000.176314,1.021156,264317.000000,25175.000000
1005.219764,1.012854,273187.000000,26522.000000
1008.997434,1.007120,278661.000000,27413.000000
1012.770890,1.001671,283378.000000,28229.000000
1016.540131,0.991165,286796.000000,29269.000000
1020.305158,0.986263,289545.000000,29885.000000
1024.065971,0.978649,290768.000000,30542.000000
1027.822569,0.974102,291659.000000,30958.000000
1031.574953,0.964757,291738.000000,31640.000000
1035.323122,0.959473,291180.000000,31966.000000
1040.314125,0.953240,289060.000000,32192.000000
1044.052461,0.946327,287270.000000,32506.000000
1047.786582,0.938151,285260.000000,32892.000000
1051.516489,0.931365,282938.000000,33138.000000
1055.242181,0.924220,280933.000000,33449.000000
1058.963659,0.916564,278805.000000,33786.000000
1062.680922,0.909541,276533.000000,34057.000000
1066.393971,0.904965,275025.000000,34230.000000
1070.102806,0.896751,273940.000000,34746.000000
1075.041363,0.889641,272610.000000,35148.000000
1078.740364,0.885569,271864.000000,35382.000000
1082.435151,0.880744,271322.000000,35706.000000
1086.125723,0.876616,271668.000000,36093.000000
1089.812080,0.871674,272144.000000,36570.000000
1093.494224,0.869469,273135.000000,36890.000000
1097.172153,0.866122,273441.000000,37217.000000
1100.845867,0.864203,274759.000000,37562.000000
1104.515367,0.863648,276154.000000,37801.000000
1109.401478,0.864479,278191.000000,38007.000000
1113.061144,0.865817,279666.000000,38091.000000
1116.716596,0.868522,281465.000000,38098.000000
1120.367833,0.874916,283330.000000,37790.000000
1124.014856,0.882779,285720.000000,37425.000000
1127.657665,0.894574,287805.000000,36688.000000
1131.296259,0.906727,290051.000000,35954.000000
1134.930639,0.919950,292331.000000,35150.000000
1138.560804,0.931805,294917.000000,34506.000000
1143.394469,0.947129,298293.000000,33691.000000
1147.014801,0.956009,300985.000000,33307.000000
1150.630918,0.962364,304257.000000,33180.000000
1154.242821,0.969828,307712.000000,32985.000000
1157.850509,0.973199,310881.000000,33067.000000
1161.453983,0.978166,314276.000000,33048.000000
1165.053242,0.980438,318257.000000,33292.000000
1168.648287,0.983072,322819.000000,33565.000000
1172.239118,0.983880,326850.000000,33921.000000
1177.020337,0.986389,332795.000000,34339.000000
1180.601334,0.987549,338252.000000,34809.000000
1184.178116,0.989697,344529.000000,35280.000000
1187.750684,0.993971,351023.000000,35593.000000
1191.319038,0.998339,357082.000000,35845.000000
1194.883177,1.003231,364643.000000,36194.000000
1198.443102,1.008492,372656.000000,36544.000000
1201.998812,1.014288,379916.000000,36762.000000
1205.550308,1.018641,387104.000000,37084.000000
1210.279081,1.023437,398358.000000,37743.000000
1213.820743,1.026372,406330.000000,38239.000000
1217.358191,1.026904,414296.000000,38941.000000
1220.891424,1.025949,423100.000000,39856.000000
1224.420443,1.024958,431276.000000,40719.000000
1227.945248,1.025338,440314.000000,41536.000000
1231.465838,1.024712,449218.000000,42437.000000
1234.982214,1.024596,457807.000000,43260.000000
1238.494375,1.026333,468067.000000,44053.000000
1243.170701,1.027028,479193.000000,45028.000000
1246.673029,1.028310,486758.000000,45604.000000
1250.171142,1.030319,495180.000000,46179.000000
1253.665041,1.029053,503918.000000,47131.000000
1257.154726,1.027355,511654.000000,48042.000000
1260.640196,1.024692,521154.000000,49235.000000
1264.121451,1.022639,534098.000000,50697.000000
1267.598492,1.024318,549524.000000,51960.000000
1271.071319,1.024776,564969.000000,53364.000000
1275.695199,1.027108,583497.000000,54819.000000
1279.158192,1.029053,596509.000000,55791.000000
